q_source_id,m_source_id,tag
crawler_new247__MYSM16200939,youtube_dsr__A773772957441914,valid
spotify__51sJ2RHFHRu2tYPedg5MIq,tedald_spotify__51sJ2RHFHRu2tYPedg5MIq,valid
apple__1296725522,crawler_acinpro__c0c8659918b0f766e5613105d41e5a5a,valid
spotify_apidsr__51sJ2RHFHRu2tYPedg5MIq,youtube_dsr__A874001237311680,valid
youtube_dsr__A117768590338864,crawler_sonydigitalcontent__A10328E0008496468S,valid
youtube_dsr__A135189221560196,crawler_247__859707123037_TCABB1194394,valid
apple__1529350982,youtube_dsr__A562139773486670,valid
crawler_247__3610159109768_FR10S1490660,spotify_apidsr__2WMLRzOFzMUEurTa4Q0l8q,invalid
crawler_believe__7910283,crawler_247__3610156612728_FR6V82479360,invalid
spotify_apidsr__30UdKJU1q12BL6fN9AFR4h,apple__880716209,invalid
crawler_247__3610155683996_FR6V82329679,youtube_dsr__A473558280256011,invalid
crawler_warnerdigitalcontent__190295040444_1_9_IDA882023875,crawler_selmi_ftp__0f55dd82cc2ef11acdd28c877ac6cf12,invalid
crawler_selmi_ftp__d43c5044088a89c85f2d6dd31c98876e,youtube_dsr__A850239608447084,invalid
crawler_believe__31556640,youtube_dsr__A439009262814797,invalid
crawler_selmi_ftp__dc96884409f946605a589f515dd10a17,crawler_warnerdigitalcontent__190295038373_1_1_IDA882024863,invalid
crawler_believe__42504778,spotify_apidsr__4Lk40THoQ6LbAQhPcVrSmZ,invalid
crawler_new247__FR6V82479360,crawler_247__3610154559384_FR6V82154731,invalid
spotify_apidsr__54NcLnylv5OYfwmw1DV09n,crawler_believe__42910411,invalid
crawler_247__3610159277818_FR2X41406563,youtube_dsr__A136634079598174,invalid
apple__794853790,crawler_warnerdigitalcontent__190295034405_1_3_IDA881906561,invalid
spotify_apidsr__3KhajNnJmW8qttYSbBff9m,crawler_believe__29037793,invalid
crawler_selmi_ftp__cc1f0c01bae6b9cc11c71ebebba1a2ad,youtube_dsr__A254317933254320,invalid
spotify_apidsr__5ginKdTwF4QAIa4GSfSEtJ,spotify_apidsr__7tSEyNDk8Kf1cbJsoOYRNg,invalid
crawler_believe__7974444,crawler_believe__6277871,invalid
spotify_apidsr__0bbFbTUilXCisUvtMiNp10,youtube_dsr__A307414947267176,valid
spotify_apidsr__3ly5P2HM6dNylbPQcQ03x3,crawler_believe__6625409,invalid
tedald_spotify__6cTl1pH2QLRsGUiq9jBa0M,crawler_believe__40796804,invalid
crawler_armadamusic_ftp__8718522307027_1_2_NLF712002061,spotify_apidsr__5jmgpVuXYw6uckbMOmv9f1,valid
apple__1523045963,crawler_sonydigitalcontent__A10328E0009667856Q,valid
spotify_apidsr__0Ktxee7tryWKRKW7H4ejHT,crawler_kontor__4251603249211_NLF712002061,valid
crawler_kontor__4251603249198_NLF712002061,youtube_dsr__A731820645120672,valid
crawler_sonydigitalcontent__A10328E0009683991C,scf__7365517_0,valid
apple__1523815627,youtube_dsr__A289082300855365,valid
apple__1523680239,spotify_apidsr__1KsoDDooUtrKCA3ve09nMY,valid
youtube_dsr__A969437663845345,crawler_fuga__5056530001180_1_1_QZNC62100527,valid
spotify_apidsr__7vawQxlJMAafdn3J4mDMDX,youtube_dsr__A531845692212585,valid
crawler_ppm_xls__2243021,youtube_dsr__A963087775951058,valid
tedald_spotify__1Ks3Tz8flsyII2pB8b9Kaw,youtube_dsr__A531494201960319,valid
crawler_gdeasia__1996166,apple__1207702157,valid
spotify_apidsr__1Ks3Tz8flsyII2pB8b9Kaw,crawler_sonydigitalcontent__A10328E0007480703E,valid
apple__1526785441,spotify_apidsr__21iB0Ch8N8y62AMS1svC1w,invalid
apple__1528379177,spotify_apidsr__0CXmDaxjuGaFHRDMe32vA5,invalid
spotify_apidsr__107Oz0H09L9uVuV5Frgk8z,spotify_apidsr__723kkFoEAIdglNRNIReSFU,invalid
spotify_apidsr__25AU2tr0gOBA18EP6EOjHK,crawler_recochoku_ftp__1016775260,invalid
spotify_apidsr__3qSD5ER4YsmdxweE2ZVhhO,crawler_sonydigitalcontent__A10328E0009304184S,invalid
crawler_recochoku_ftp__1013183878,youtube_dsr__A452872952591704,invalid
apple__1478791155,youtube_dsr__A414947126014097,invalid
youtube_dsr__A666367527333975,youtube_dsr__A661738057825316,invalid
crawler_sonydigitalcontent__A10328E0009492318D,spotify_apidsr__3KiPbtCIob65rUP6JgeNNA,invalid
spotify_apidsr__6026rQH8ZcTprERRWLySTz,crawler_recochoku_ftp__1014076208,invalid
youtube_dsr__A127197933566523,crawler_recochoku_ftp__1012247974,valid
apple__1496381082,youtube_dsr__A705809045610273,valid
youtube_dsr__A363975461310303,apple__1475715711,invalid
apple__1477370796,spotify_apidsr__5YjHQSBTC8QNZFdHLdcm5b,invalid
youtube_dsr__A995590074671182,spotify_apidsr__3Avd5JSKrGO1y8FX9JTeDq,invalid
spotify_apidsr__6P9qBhIjon9jjeqs73NJ3k,crawler_recochoku_ftp__1014417027,invalid
apple__1474763642,spotify_apidsr__2FvZi2WdzgC41z5DdUKq4x,invalid
crawler_recochoku_ftp__1012268656,spotify_apidsr__5WuZm8kqR4ARVY1DwnB6OM,invalid
apple__1476865941,youtube_dsr__A649826514162753,invalid
apple__1485763559,spotify_apidsr__2nXAg4e7Zfb4PoHuv00aH2,invalid
crawler_believe__14677589,apple__1185429695,valid
spotify_apidsr__3ZkbVg19y4K9GCTUQl2hSx,youtube_dsr__A166394438647725,valid
apple__1533072815,crawler_believe__36611973,valid
youtube_dsr__A637197342800755,spotify_apidsr__2658cJUSWcDuJc17kGNxz0,valid
youtube_dsr__A756514811567842,spotify_apidsr__0A38NM8n2G93WKosnYlbdL,invalid
crawler_247__3614592191397_IDAB30606699,spotify_apidsr__6HHubsCM101OP0uZzFshRg,valid
crawler_247__8993158046247_IDA250800204,crawler_warnerdigitalcontent__190295040888_1_9_IDA882022142,invalid
crawler_warnerdigitalcontent__190296415814_1_9_IDA032100137,spotify_apidsr__0LDVpEGgd3rMaHWgvNgC18,invalid
spotify_apidsr__67OgRR7OMf95xknNXxdszB,crawler_selmi_ftp__ec75ae6603d25e641aab01fcdac49fca,invalid
crawler_warnerdigitalcontent__190295083816_1_6_IDA881910703,crawler_warnerdigitalcontent__190295098162_1_15_IDA296170373,invalid
crawler_247__9339718015343_AUNC11003231,crawler_selmi_ftp__d0059ab6b13f72ca8c3054d232c998da,invalid
youtube_dsr__A920476267076582,crawler_believe__40058714,invalid
crawler_warnerdigitalcontent__190295030742_1_12_IDA431914480,apple__1484786809,invalid
spotify_apidsr__52Hom6uxptuZ3Tsi2pW2QP,crawler_selmi_ftp__e68524757f16695eab3fd3953aa7c194,invalid
spotify_apidsr__5mqs8dqc401P5oSblOdC2W,apple__1514281431,invalid
youtube_dsr__A347091061069044,crawler_selmi_ftp__7ecabb5379e1fd0d627bbfb0120e9845,invalid
crawler_247__3614973140631_FRX201656853,spotify_apidsr__38NUIvwNlN6cgsLCjRIcvr,invalid
youtube_dsr__A399644597233508,crawler_ppm_xls__2345751,invalid
youtube_dsr__A199127385748216,youtube_dsr__A773822478908386,invalid
spotify_apidsr__3OtOBIAjZf8BGR5EflbsIx,apple__1522694118,valid
crawler_ingrooves__USQY51753226191515448651,crawler_cdbaby__TR0007376891,invalid
apple__1500538433,youtube_dsr__A323663929524415,invalid
spotify_apidsr__4GmuMWO4CD4fBuq9OjLyMZ,apple__915663102,invalid
crawler_believe__34104617,youtube_dsr__A424024428715612,valid
crawler_believe__28759043,crawler_believe__28311994,invalid
apple__1444694642,spotify_apidsr__0dt4PQHkwoshBgGrMdK0GX,valid
spotify_apidsr__5vN6Ykur9PbZWmXPU4WUE8,crawler_believe__28192717,valid
youtube_dsr__A978848402020919,apple__1454269915,valid
apple__1446503788,youtube_dsr__A838139221689097,valid
youtube_dsr__A142179817160667,apple__1455329167,valid
apple__1451003663,spotify_apidsr__0IpNA6bwLZYx5q0OZOi9Ce,valid
crawler_believe__36012516,spotify_apidsr__5GmsI3cyKc7J3s5rAVLk92,valid
crawler_believe__37016441,youtube_dsr__A732649346002054,valid
crawler_believe__36715656,youtube_dsr__A322386381362430,invalid
youtube_dsr__A747191889572597,spotify_apidsr__2uWM58DycO1u8bB8PEMkoc,valid
youtube_dsr__A610981487355471,crawler_believe__37887098,valid
apple__1457560522,crawler_believe__28979278,valid
spotify_apidsr__2jHG11XWVff1jh5CMLLtiM,spotify_apidsr__3LBDU3pu5o06zD0Ku5iLJl,invalid
youtube_dsr__A223736633477536,crawler_believe__32956401,valid
spotify_apidsr__0bvphvPfZ6dVh5IaHtEgHC,apple__1449713288,invalid
spotify_apidsr__1La7roUpE6YWSqhIUEy0Gy,spotify_apidsr__6k9WWUjNR79nsrVZ5lRhBW,valid
spotify_apidsr__7e1OLjXXKKvBNvLnfa8gwi,crawler_believe__44876555,valid
crawler_believe__28759117,youtube_dsr__A135289305491910,valid
crawler_warnerdigitalcontent__190296358852_1_1_ZZOPM2118195,spotify_apidsr__4uQcGQO65842gfZPI6SeOg,valid
amazon_dsr__B09M7QJX61,youtube_dsr__A773634463297722,valid
itunes_dsr__1596367000,youtube_dsr__A155298336189798,valid
spotify__1GOHyKl21SMiJ0JUEuW5ma,crawler_ppm_xls__2311087,valid
crawler_warnerdigitalcontent__190295845018_1_1_MYTP11700059,apple__1199452628,valid
crawler_gdeasia__2288549,youtube_dsr__A743204626965488,valid
spotify_apidsr__50lQdqef9HwjAtyvWapbMA,crawler_wmg__5051011623325_00007,invalid
crawler_247__888831715351_USKKS0701276,crawler_new247__CAM460902379,invalid
youtube_dsr__A880401182085357,crawler_nrkcommercial_ftp__eaa1eb0143e5dd7b3ad0700b38d391ae,valid
crawler_ingrooves__USA2P2152306781976138224,spotify_apidsr__4k1rdlefpPAfK5b9JHyMrf,invalid
crawler_247__90294712,apple__1443394101,valid
crawler_247__79625624,spotify_apidsr__5jO8UF4pcDaYRVjUzV4kAV,valid
crawler_believe__3810716,youtube_dsr__A369711424477499,invalid
spotify_apidsr__7I9pxamlZaQKEkv7t6cz4T,crawler_247__7336497,invalid
spotify_apidsr__6xWQORP37HShDyXwLwdta8,spotify_apidsr__1cd8CWpXdncKr0uhoMpmSw,invalid
youtube_dsr__9JlJUXzlXyQ,spotify__6sjnonftqO4kvQJS7peeth,invalid
crawler_247__3616929,spotify__6ztsvjlOd4AyMUZiawHF9r,invalid
spotify_apidsr__7xO143ytuPJ4XKz8jkpAFy,spotify_apidsr__6hIANDme9fDhRQD9lP2Bt7,invalid
crawler_theorchard__889966106779_1_38_GBPS81526409,crawler_wmg__809274709868_00014,invalid
spotify__29ZqJAqAS6S6UJ4CB6cfkr,crawler_emidigitalcontent__00600753017234_GBAKW0201024_R16,valid
spotify_apidsr__3n39aTdCBunOIWt7XDcMpo,spotify__4u0mmPSVQWy2lJCahmWWO4,invalid
spotify_apidsr__63zTHNLN99xvrmbsS1i4H3,apple__419635698,invalid
spotify_apidsr__7yIN4Ic0844SUIGF9UJekH,spotify_apidsr__7FObAmODndOfLIvOWuaIyW,invalid
apple__1505743509,crawler_247__885686191095_USM4H0801220,invalid
apple__684832814,spotify_apidsr__33RfPYezhlILqeiktqnNFE,invalid
spotify_apidsr__1ftynnwZYrcDg1IYVTmxjY,crawler_muyap__76erd7IclQLWoFQLAJWsDA==,invalid
apple__1534263077,spotify_apidsr__7gtDRIfRa9LbOUrR1n4lPp,invalid
spotify_apidsr__6YjoRR99FGSvSkvxjwuP5u,spotify_apidsr__5IC9ngW6DF87WnydMjwKwf,valid
crawler_emidigitalcontent__00610017950900_USSYS1003760_R6,spotify_apidsr__1fcDnVGAkcSccbilhEvz3k,invalid
apple__1487749832,apple__1487738503,invalid
spotify_apidsr__2cYhRGsFDtJL22nn6SsWev,spotify_apidsr__4HuzzVuDKZnnFTaXuAo7xf,invalid
spotify_apidsr__057QpxfQ9c8DpZYXknTggI,spotify_apidsr__62L2Zza0VrhmuIiLwO4oLf,invalid
apple__1487750468,spotify_apidsr__4iW22oSv2nyYE2zEhymOAY,invalid
youtube_dsr__A119458226556646,apple__1481414192,valid
spotify_apidsr__4yKX48x8HFoMqKkcUBXeaF,apple__1487833271,invalid
spotify_apidsr__4HRlnQdOhl9iE7HEChm4Nn,spotify_apidsr__7FYkwovrmobmowoAshDS3d,invalid
spotify_apidsr__4D5vz0UPVjYzthf6KUMQHI,spotify_apidsr__6eZAkgWd4UVEugWD7o1zhO,invalid
spotify_apidsr__65bqXTOXCjb6deFIWWyTnG,amazon_dsr__B081F6L1GY,invalid
itunes_dsr__1487751371,youtube_dsr__A820421515373093,invalid
youtube_dsr__A844887883411614,spotify_apidsr__5ZbbZEKZPWQftUGYHb85Y6,invalid
itunes_dsr__1487738498,spotify_apidsr__6F2kaMemCHaBxN9TPycYOc,valid
apple__1501727411,youtube_dsr__A436057432981907,invalid
apple__1488409072,apple__1487751371,invalid
spotify_apidsr__1yJcHlASQAcfCVoaTOr1h4,apple__1487750173,invalid
amazon_dsr__B081DP6MVT,spotify_apidsr__0c7LxjxaRvK3mGjSob2hmw,invalid
spotify_apidsr__214q2it2nBlmeAvhN8Qsxk,apple__1487751842,invalid
tedald_spotify__51iKQNQNIOdS3JPKBIgzMu,crawler_believe__28690667,invalid
crawler_kontor__4061798040117_GBRBE0793999,youtube_dsr__A332107800112729,invalid
youtube_dsr__A769203659726647,spotify_apidsr__3xnx6Vu7D6G1CO6TiCNI4m,invalid
youtube_dsr__A624888447932222,crawler_believe__37393505,invalid
apple__1402650588,spotify_apidsr__0R5Yu2kixonWd9C7mUdePJ,invalid
crawler_theorchard__0044003197633_1_2_GBUM71802864,spotify_apidsr__048ualYJ9jSbX3ekpqtaWo,invalid
youtube_dsr__A987600164726895,youtube_dsr__A926296369865924,invalid
apple__1512680558,youtube_dsr__A361934744176883,invalid
youtube_dsr__A904935143961768,crawler_believe__30882733,invalid
crawler_theorchard__0044003195264_1_1_GBUM71706474,crawler_believe__35339454,invalid
crawler_believe__31359545,spotify_apidsr__5Bh56uQhvHbQ7dfF4ILmAM,invalid
spotify_apidsr__42FVBUrgbhSBjqdjB8ItVH,crawler_emidigitalcontent__00602567779797_GBUM71802869_R3,invalid
apple__1513944573,spotify_apidsr__51iKQNQNIOdS3JPKBIgzMu,invalid
spotify_apidsr__5lsomptld5sJk5AjOaNffj,crawler_theorchard__0044003197633_1_1_GBUM71802403,invalid
spotify_apidsr__1U1XwejGvnXw2EjYZaCkaZ,crawler_believe__28949301,invalid
crawler_sonydigitalcontent__A10328E00087547465,crawler_emidigitalcontent__00602435856018_GBUM71706474_R5,invalid
crawler_sonydigitalcontent__A10328E00087547473,apple__1513944832,valid
spotify_apidsr__2O7kmwknmkTOpD6Bjb6sxo,apple__1451055729,valid
crawler_theorchard__5056167160854_1_5_GBUM71706474,apple__1402499727,invalid
crawler_sonydigitalcontent__A10328E00087547457,apple__1512669940,invalid
tedald_spotify__61shPoNgd9Xo6SkVihwP30,crawler_usen_ftp__AICL-2672-01-001,valid
youtube_dsr__A146960013168252,crawler_sonydigitalcontent__A10328E00102814969,valid
spotify_apidsr__3FOc50rKio24X5vOZdRtKt,apple__859822147,invalid
crawler_recochoku_ftp__1018328709,crawler_recochoku_ftp__1000448614,invalid
spotify_apidsr__1ATQu6Rg6l5rF1BmjtYbQt,apple__1270214350,invalid
crawler_recochoku_ftp__1000420542,crawler_sonydigitalcontent__A10328E0009417257U,invalid
crawler_recochoku_ftp__1013745920,crawler_sonydigitalcontent__A10328E0009420123N,invalid
spotify_apidsr__3TBHuikuTj0SXLVvhN4zba,crawler_recochoku_ftp__1001064380,invalid
crawler_recochoku_ftp__1000476629,crawler_recochoku_ftp__1000466797,invalid
apple__1436573363,spotify_apidsr__0RRFR09sDU4CyQIE4VkhDp,invalid
crawler_247__888831123279_JPF541456202,crawler_recochoku_ftp__1002939794,invalid
crawler_kontor__4260068115672_DEY340405961,spotify_apidsr__6isK6EeeTYiLC7tfwtvhLK,invalid
spotify_apidsr__1pTbeF6LNCXVQvlUZRvk3K,crawler_usen_ftp__AICL-2782-01-002,invalid
crawler_recochoku_ftp__1001398770,crawler_recochoku_ftp__1018328699,invalid
crawler_sonydigitalcontent__A10328E0009425904Z,crawler_247__4547403035568_JPN301400059,valid
apple__1055613816,spotify_apidsr__1gqrMAELewvwjSSMMWrwdZ,invalid
youtube_dsr__A970007124642719,crawler_sonydigitalcontent__A10328E0010050495K,invalid
spotify_apidsr__2zejttuHP8py4KQBGykCKP,crawler_sonydigitalcontent__A10328E0007611256Q,invalid
crawler_ppm__1381038,crawler_recochoku_ftp__1000448612,valid
crawler_recochoku_ftp__1018015005,apple__1389083377,invalid
crawler_ppm_xls__2286174,youtube_dsr__A949367527904069,valid
spotify_apidsr__1KDxFKoYBrFvXAQJksa6VO,apple__1544176366,valid
spotify_apidsr__2NHbmVy74mSPcO2Ah5EVoB,crawler_selmi_ftp__e89dacf64d85e7cb69b22d384fa84d6e,valid
crawler_warnerdigitalcontent__190295125530_1_2_IDA191301701,apple__821513224,valid
youtube_dsr__A672488294734671,crawler_selmi_ftp__99f9dbfb5c0000824d726ecfc472bafa,valid
apple__1281892226,crawler_ppm_xls__69784,valid
crawler_warnerdigitalcontent__190295125530_1_14_IDA191402548,apple__890516514,valid
youtube_dsr__A158132946048358,youtube_dsr__A251245155555418,valid
youtube_dsr__A742349309652106,spotify_apidsr__7mkPzCCmYD0cmLiR5idbi2,invalid
apple__858326099,apple__890516500,valid
spotify_apidsr__1564XM7NVoA0C68gxugKUK,tedald_spotify__5MP7B3BUu5AHuSmPaLjdwF,valid
spotify_apidsr__5MP7B3BUu5AHuSmPaLjdwF,tedald_spotify__1KDxFKoYBrFvXAQJksa6VO,valid
apple__1136213081,youtube_dsr__A245476252153237,valid
crawler_emidigitalcontent__00602537792870_MYEM18600033_R23,tedald_spotify__5DxY2aeSZOrSHbLdhihNpE,valid
spotify_apidsr__34SYxr58ftGehJA1q0Ob9M,crawler_247__00602537792870_MYEM18600033,valid
crawler_emidigitalcontent__00602438920426_MYEM18600033_R5,apple__713938745,valid
crawler_247__5099922870353_MYEM18600033,crawler_universaldigitalcontent__00602537792870_2_4_MYEM18600033,valid
crawler_247__00602537792887_MYEM18600033,spotify_apidsr__0G37LvwPbZ5gFOXy6t50Qk,valid
spotify_apidsr__5DxY2aeSZOrSHbLdhihNpE,crawler_247__00602547044587_MYEM18600033,valid
tedald_spotify__3uyAwOf86V0HyqLI3ivswW,spotify_apidsr__3MFiNfMjmXjYtn7JtPyghK,valid
crawler_gdeasia__1633037,youtube_dsr__A715249199542037,valid
crawler_eolasia__896612,crawler_universaldigitalcontent__00602537792887_2_11_MYEM18600033,valid
crawler_emidigitalcontent__00602537792887_MYEM18600033_R31,apple__1442331545,valid
crawler_emidigitalcontent__00602547044587_MYEM18600033_R4,crawler_universaldigitalcontent__00602547044587_1_4_MYEM18600033,valid
crawler_gdeasia__1825163,crawler_gdeasia__751815,valid
spotify_apidsr__1Ajmws3FjiQKm6UAFSbpby,crawler_emidigitalcontent__00724382817352_USNPD1222134_01_003,valid
crawler_gdeasia__1885937,youtube_dsr__A773486363510513,valid
scpp__20080032905692,crawler_new247__HKI190934101,invalid
scf__571761_0,apple__257520638,invalid
apple__1494454486,crawler_247__A10314Q0000004180B_NOFFM5801070,invalid
youtube_dsr__x8T7pUI2nrM,crawler_247__00028947510529_GBF075910990,invalid
spotify_apidsr__10D9qUkDsFnk5w6XOfil2S,apple__949662480,invalid
scpp__10197155627,apple__1452396832,invalid
crawler_theorchard__848129087867_1_73_US4R31429656,spotify_apidsr__7ffxkQZnwlhC5ceS8E7KG9,invalid
spotify_apidsr__0l28ACVgI2mIBNs91vXihK,apple__466111692,invalid
spotify_apidsr__4rt3ETaz7mU8LFA7PswFD2,crawler_naxos__881488182064_1_4_DEAD61820604,invalid
crawler_emidigitalcontent__00028947836230_GBBBB9904701_R13,crawler_247__52026915,valid
apple__397334436,spotify_apidsr__3TZ272s6XRGxKlSUokhInL,invalid
apple__1184670797,spotify_apidsr__2AybHCnCZe9TTzPbJTaloj,invalid
tedald_spotify__5CInleqb2KNRQxpuDuoGfo,crawler_wmg__825646902903_00008,invalid
crawler_rfa_br__brhfdb1-16698560,crawler_247__884385433192_KYCC20003080,invalid
scpp__20024509778,spotify_apidsr__5Bk2lwHyKxBOvYBkPADM8Y,invalid
crawler_new247__DEBL60774045,apple__776635498,invalid
apple__1214251401,spotify_apidsr__2VUY0NjfvKtZwkpS0JTYpT,invalid
crawler_new247__US4R31429656,crawler_247__00028947935803_DEF055402160,invalid
crawler_247__98509253,apple__1424594291,invalid
scpp__390052267862,spotify_apidsr__4lgeih5B3B9Nh94qv366uz,invalid
youtube_dsr__A757686429674423,spotify_apidsr__0lT69C0DFjuXX86LrnlTvv,valid
youtube_dsr__A914502511382263,crawler_believe__38692123,valid
crawler_cupula__8433391693216_1_1_HKG731902504,youtube_dsr__A151307350185900,valid
crawler_247__47282566,crawler_247__40958722,valid
crawler_247__40791814,crawler_247__40958893,valid
spotify_apidsr__1aRVjoRtRr8tij4ieMfOxf,crawler_247__40949632,valid
crawler_247__42982639,youtube_dsr__A572339162639931,valid
crawler_247__40938629,crawler_247__41429619,valid
crawler_247__40729786,spotify_apidsr__6yX5pnGY7rYUY2Gl0x1b5J,valid
crawler_ingrooves__USNLR080008800794043912665,tedald_spotify__3zPfxkz3ZGHNHQcfefg6e4,valid
crawler_prosieben_commercial_s3__2B7A6740-A6B6-4B7F-A5CE-239B35726D78,crawler_wmg__794043912665_00001,invalid
crawler_247__40794792,crawler_247__40941882,valid
crawler_247__44686296,crawler_247__79733087,valid
apple__297453399,crawler_eolasia__123516,valid
crawler_247__40644702,crawler_247__42152780,valid
crawler_247__47287667,youtube_dsr__L3wzzA1CHn4,valid
crawler_247__47287587,crawler_mediasetitalia__1628410,invalid
spotify__4aZIQGp4vlIKlWcJIPQZq2,crawler_247__43592557,valid
crawler_247__43579713,crawler_emidigitalcontent__00028947815419_USNLR0800088_R1,valid
crawler_247__43548676,crawler_247__47283570,valid
crawler_warnerdigitalcontent__794043912665_1_1_USNLR0800088,crawler_247__40909808,valid
crawler_247__42146975,crawler_247__40790890,valid
crawler_247__40937658,apple__298120107,valid
tedald_spotify__7cS8eqcw4EQraaGYcUAANo,youtube_dsr__A761974122699579,valid
spotify_apidsr__4EBTTw3lJGtR5C7gHzLUjb,youtube_dsr__A566703945891001,valid
youtube_dsr__A714571400248799,tedald_spotify__0IZRLxomNJV9mb13uVJ2Lj,valid
apple__1499128284,youtube_dsr__A936591384401964,valid
spotify_apidsr__0IZRLxomNJV9mb13uVJ2Lj,crawler_emidigitalcontent__00602577267598_USUM71818388_R1,valid
apple__1440203200,spotify_apidsr__7cS8eqcw4EQraaGYcUAANo,valid
crawler_prosieben_commercial_s3__DA07FED1-64E8-4649-B1DE-74730BC45DC1,crawler_nrkcommercialdma_ftp__NONRE431675HD0001,valid
crawler_emidigitalcontent__00602508822247_USUM71818388_R7,spotify_apidsr__10k6qS5TMmjiq4gypZk16H,valid
crawler_believe__30045567,spotify_apidsr__5bBgIElxKZSI54yeB41Mwh,valid
apple__1469325279,spotify_apidsr__4TxayvPCJUQXe6EZjHTdAh,valid
youtube_dsr__A766420346903162,crawler_selmi_ftp__d982851932fd34baa773bd51f8fdf8ae,valid
spotify_apidsr__2KnnNKVf55gGdVyirhYPkK,crawler_cdbaby__TR0008664120,invalid
crawler_emidigitalcontent__00840588170166_ATN262108712_R1,youtube_dsr__A723023161851134,invalid
apple__1528311231,apple__1544488284,invalid
spotify_apidsr__6Dgl0wn5f1pOUTW7tWsqhY,crawler_warnerdigitalcontent__5054197322433_1_1_DKFJ42100460,invalid
spotify_apidsr__41g1io4p89yvzEbVFuBWho,spotify_apidsr__5dgcZmHfMR3cj92aJOdqzL,invalid
youtube_dsr__A486067309490687,apple__1521689608,invalid
spotify_apidsr__0BKaWxSIsBwcDsannYOpKK,apple__1503140719,invalid
itunes_dsr__1513133940,apple__1526717549,invalid
apple__1504705555,spotify_apidsr__26avSYOKaObbb9HYSGhTx5,invalid
spotify_apidsr__6cQoh4xMZDI0iQ83yNH24g,crawler_recochoku_ftp__1014511261,invalid
spotify_apidsr__1PCA6vsAArvYLdY8dZaMWl,spotify_apidsr__5n7554UAwdKzmTaDUZr0w2,invalid
spotify_apidsr__5GuWMql1oJHaxcTCURQ3eM,spotify_apidsr__4ETfc7Yc7jxld1QB0zd4GA,invalid
amazon_dsr__B08CRFS3TN,crawler_warnerdigitalcontent__190296286759_1_1_DEQS92101062,invalid
spotify_apidsr__0xg2ZGenmK22imw3suwU9E,apple__1533906908,invalid
crawler_warnerdigitalcontent__190296764868_1_11_USUG11904206,apple__1518357853,invalid
youtube_dsr__A574121664929938,spotify_apidsr__3Ce186KUUqxn9GWcFd1xwW,invalid
spotify_apidsr__1AIqtzlsBz3rptQiZRlhBm,spotify_apidsr__1aw8DBta2DbYWN1yk4N29Q,invalid
spotify_apidsr__5SAQBMm8YPUwsv5gmSDXui,amazon_dsr__B09F3VZCFQ,invalid
spotify_apidsr__2cxXXJR4T7u0sLVdgb6y6U,crawler_ems__4251625996506_1_7_DEUE22075063,invalid
youtube_dsr__A836429345475383,youtube_dsr__A513117582676837,invalid
spotify_apidsr__353sIbUNYZBqXKRGq5EhXh,spotify_apidsr__1vwnlud0zsDMtGEfrK3ewP,valid
spotify_apidsr__0U9qITnzxAB3uIGYmTYIW0,spotify_apidsr__722Y1OxLbe8jCE9JfgDYJP,valid
spotify_apidsr__70KZ7XE8OWaGO7nSyxKLBO,spotify_apidsr__0ODVukQyNzecfmHAuPMvLN,valid
itunes_dsr__1563102426,spotify_apidsr__5vjpMYCIT7XRnfwslUmObu,invalid
spotify_apidsr__5VerGq0tB9s6VN4ltVgKZD,spotify_apidsr__26qRwiyYrWykMSPFnZZ4eK,valid
spotify_apidsr__1uDF9nU1OZ6UYX5hqVTq31,spotify_apidsr__6J4owpIqT8eoxa0qkRCQ0a,valid
spotify_apidsr__5ET2wtNCiO5ACxUUNh96wC,spotify_apidsr__6G9aOtyWznM6zHTLmx9kyI,valid
youtube_dsr__A731951122200178,youtube_dsr__A346102115207524,invalid
youtube_dsr__A428217106095447,crawler_cdbaby__TR0008421369,invalid
youtube_dsr__A735670308327182,youtube_dsr__A645212984280764,valid
spotify_apidsr__0ttAE41D497LugCBFlexSm,spotify_apidsr__3dDcDLDFSDJUpsJJgQSM32,valid
spotify_apidsr__52VB8VYVrPnKYNBxoaUS4l,youtube_dsr__A136224984447872,invalid
spotify_apidsr__6itxxmzDwkRmBiodmRtQLY,spotify_apidsr__4W1MQeNbwaokVZEZPv9Idj,valid
spotify_apidsr__4zf8dSKPk7D65VzeFBAZ3G,crawler_cupula__8445490838771_1_1_ESA011580292,invalid
spotify_apidsr__1VQ8RKTGOeZmadba5N92GW,spotify_apidsr__7Hs0yHwF6ftnxvglswQyJA,valid
spotify_apidsr__4hTZp9d2meS12Yyv3PLIjY,spotify_apidsr__6i2yER1o3I63X5N5XnJcCx,invalid
youtube_dsr__A649005086477959,crawler_warnerdigitalcontent__075679773579_1_1_USAT22104077,invalid
spotify_apidsr__1acTv8HoF8CPpDzCPgzhvh,spotify_apidsr__4dTJs1X8rhwoorvVwm5bL1,valid
spotify_apidsr__5SghTszYcyKLldrTnZyir2,spotify_apidsr__3AZdsInkn9cVhUY67C5Zil,valid
spotify_apidsr__3NLWTGAil7SjU7hhJdxrsJ,spotify_apidsr__2fkoZ5Iy8A0etnC0UvePqG,valid
crawler_247__656605214566_US38Y0914513,apple__453268258,valid
spotify_apidsr__0ZgSQ4QA99Vpb2i1uzgR36,scpp__22070000498101,valid
